Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	-31.568624	8.849407	-11.2674465	-63.618404	20.609375	-0.07910924	0.053484038	0.123503	-0.27034676	4000	-9.313226e-09	367.9087	-0.046063125	-93.35188	0.91894335	0.015087353	0.1425	42.0	2.15270733833313
1	-34.46339	60.0372	-11.470079	-845.67487	21.154255	-3.2286332	0.2596118	1.314658	-3.3319106	8000	-2.4214387e-08	2253.0122	-0.014749109	-54.65453	0.90869415	0.015669122	0.051	17.0	4.203078746795654
2	-28.654545	7.628744	-12.125035	-52.643456	20.445597	-5.2037296	0.23104003	0.7478204	-5.2462187	12000	2.6077032e-08	173.96089	-0.031992756	-22.057144	0.90650314	0.015099632	0.107999995	22.0	6.244619607925415
3	-27.318626	8.164459	-9.383519	-49.877163	20.244898	-6.4181623	0.42127147	5.0461025	-6.4536643	16000	-2.0489097e-08	135.49545	-0.024544079	-14.676956	0.9016248	0.015006229	0.08975001	17.0	8.279869794845581
4	-26.6439	7.625914	-10.687678	-52.20432	19.681593	-7.4422536	0.11221471	-2.583274	-7.4571667	20000	-5.1688403e-08	111.01384	-0.019353542	-11.729523	0.8975086	0.015456271	0.074	14.0	10.228111505508423
5	-25.00338	7.2063994	-9.547551	-53.26848	20.147959	-8.356283	0.37030894	1.7017323	-8.3888	24000	1.1641532e-09	83.829124	-0.029726403	-6.8395023	0.893728	0.015412895	0.10175	24.0	12.295942544937134
6	-24.463041	7.030957	-5.2479653	-47.49845	20.659685	-9.096533	0.48763233	6.032407	-9.130486	28000	3.7252903e-09	76.434265	-0.028341033	-5.63237	0.8876064	0.01568802	0.10925	22.0	14.367072343826294
7	-23.6745	7.761248	-5.3157167	-48.25624	20.2	-9.618488	1.4528338	8.805201	-9.803745	32000	-4.0978193e-08	67.33289	-0.028551068	-4.2115602	0.8817551	0.015020786	0.118750006	20.0	16.418792486190796
8	-22.515461	6.3119063	-9.140256	-51.015293	20.590673	-10.132169	1.2114632	8.264555	-10.314602	36000	-2.6077032e-08	51.188004	-0.026288856	-6.538168	0.87570906	0.015709372	0.12225	17.0	18.37848210334778
9	-21.422586	7.738201	3.4963605	-46.736885	20.65625	-9.547564	2.0749311	4.8390765	-10.732731	40000	4.0978193e-08	51.843536	-0.03745473	-7.556094	0.8713907	0.015083503	0.1395	33.0	20.413357257843018
10	-23.664785	48.524105	-5.3452516	-688.00964	20.598959	-9.061631	2.903983	8.592161	-11.211824	44000	0.0	2185.3447	-0.014286671	-22.683447	0.8630257	0.016439332	0.069749996	13.0	22.585915327072144
11	-20.79978	7.313318	-3.4612212	-46.00716	20.748692	-9.885645	3.0404608	3.5918453	-12.189752	48000	-1.8626451e-09	34.649387	-0.029197121	-4.383708	0.86134887	0.015012626	0.101	17.0	24.820432424545288
12	-19.961884	6.723865	-5.7401342	-42.927032	20.694736	-9.675601	3.1425734	1.1154232	-12.587615	52000	2.7939677e-08	25.554348	-0.026560854	-2.5011039	0.8578349	0.016028106	0.0795	15.0	26.85290503501892
13	-18.961273	7.8488517	0.82902735	-49.23178	21.443243	-9.859199	3.382755	5.0298233	-12.86742	56000	2.0489097e-08	35.306355	-0.022408418	-3.6516542	0.8537629	0.015616352	0.095	10.0	28.90140700340271
14	-18.837414	6.670073	-0.010655152	-36.404327	21.41081	-9.187172	3.5266447	2.3283572	-13.116188	60000	3.7252903e-09	24.975163	-0.018539902	-4.1935167	0.85059303	0.015410375	0.054	11.0	30.913352012634277
15	-17.923561	6.5797877	-5.834892	-46.53475	20.78836	-9.527361	3.639102	1.5006785	-13.35889	64000	-5.5879354e-09	22.200764	-0.0303325	-2.5047774	0.8467316	0.015103675	0.094749995	19.0	33.00011205673218
16	-16.23861	5.8066897	2.3968089	-32.08358	20.554403	-9.180753	3.6327727	1.6482623	-13.478468	68000	1.4901161e-08	16.759693	-0.025170157	-2.3867145	0.8397272	0.016460575	0.075	14.0	35.05111122131348
17	-17.343283	6.5767846	-0.8062175	-36.821617	21.015957	-8.384039	3.7357438	3.3515003	-13.509764	72000	-7.450581e-09	20.47363	-0.022103043	-2.5344067	0.8342549	0.015365325	0.054	11.0	37.041685581207275
