Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-31.99161	7.76371	-14.087799	-68.3873	-19.813364	19.942427	41.094105	-49.791977	19.517115	33.075	3999	-2.1217628	1.5747752	5.015011	-15.21394	0.44334242	0.8093667	15.312913417816162
2	-32.656876	12.589128	-12.388327	-311.0683	-12.861905	16.33489	15.801455	-61.214436	19.593636	29.5	7999	1.9352609	8.189793	64.77028	-192.15414	-4.488069	2.2348666	34.0283842086792
3	-26.747753	19.849556	40.237854	-97.33349	-20.648912	45.873974	37.120106	-232.83936	23.031792	33.075	11999	20.350725	36.3111	175.49245	-274.70117	-25.011566	9.905283	53.681113958358765
4	-11.871394	28.084246	58.34864	-298.2286	-1.4941108	23.167273	38.086132	-75.67269	32.277664	44.8	15999	24.08829	36.287037	173.98865	-299.80835	-27.720795	15.411983	74.48175191879272
5	-15.103253	32.936184	56.510952	-109.76412	-22.28893	39.838844	39.499615	-121.32593	37.08372	48.725	19999	23.045982	27.116243	164.54768	-300.7401	-26.281582	14.822912	94.9509665966034
6	-27.021578	45.65905	44.332962	-621.82135	-26.341644	35.388428	40.270416	-114.6548	38.431656	32.3	23999	22.494013	21.998375	143.16489	-282.5345	-25.50088	18.39084	114.79650259017944
7	-26.749784	36.07297	43.954914	-187.97449	-23.950773	20.261229	23.61188	-70.214035	40.0401	42.025	27999	23.74281	21.461903	145.0474	-311.92935	-26.666288	22.3501	135.54609966278076
8	-31.172148	45.581684	40.206932	-663.43115	-36.1799	24.662775	7.391365	-84.52533	42.382587	35.15	31999	25.037785	20.80569	119.061966	-286.271	-27.813591	19.85334	155.66720962524414
9	-39.864845	34.432373	24.292446	-396.72015	-40.274906	44.67291	30.29217	-143.40866	34.68261	35.35	35999	26.359488	21.286068	102.41776	-276.40753	-29.109787	24.601665	175.9981873035431
10	-42.014217	32.055485	52.566055	-251.58151	-36.695087	32.368683	12.885528	-119.321175	39.181374	47.75	39999	26.13769	21.966612	97.95007	-269.46405	-28.856352	23.21675	196.9961657524109
