Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.29745,0.9631,0.99051,0,0,0,5.2996,0.022254,9.0993E-07,4.9765E-06,0.017555,0.0019329,0.033432,0,0,0,0,0,0,package://球双足/meshes/base_link.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://球双足/meshes/base_link.STL,,传感器组-1;机电外壳-3;左yz连接平台-1;右yz连接平台-1;y轴齿轮箱-1;右xz轴齿轮箱-1;左xz轴齿轮箱-1;机电外壳-2;机电外壳-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
fl_thigh,0.11721,-0.1305,-0.041995,0,0,0,1.488,0.026867,0.020986,0.00074321,0.022351,-0.00082748,0.047654,0,0,0,0,0,0,package://球双足/meshes/fl_thigh.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://球双足/meshes/fl_thigh.STL,,皮带大轮-2;皮带-2;皮带小轮-2;左大腿件-1,flhip_c,flhip_l,flhip,revolute,-0.046908,-0.96824,0.93625,1.5708,0,-1.5708,base_link,0,0,1,0,0,-0.78,0.78,,,,,,,,
fl_calf,-0.20323,-0.16374,-0.035,0,0,0,0.81601,0.013167,-0.015798,1.158E-09,0.020046,8.7644E-10,0.032473,0,0,0,0,0,0,package://球双足/meshes/fl_calf.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://球双足/meshes/fl_calf.STL,,球足小腿杆-1,flknee_c,flknee_l,flknee,revolute,0.3742,-0.41662,0,0,0,0,fl_thigh,0,0,1,0,0,-0.78,0.78,,,,,,,,
fr_thigh,0.11721,-0.1305,0.041995,0,0,0,1.488,0.026867,0.020986,-0.00074321,0.022351,0.00082748,0.047654,0,0,0,0,0,0,package://球双足/meshes/fr_thigh.STL,0.79216,0.81961,0.93333,1,0,0,0,0,0,0,package://球双足/meshes/fr_thigh.STL,,皮带小轮-1;皮带大轮-1;右大腿件-1;皮带-1,frhip_c,frhip_l,frhip,revolute,0.63309,-0.96824,0.93625,1.5708,0,-1.5708,base_link,0,0,-1,0,0,-0.78,0.78,,,,,,,,
fr_calf,-0.20323,-0.16374,0.035,0,0,0,0.81601,0.013167,-0.015798,-1.7705E-11,0.020046,2.2084E-11,0.032473,0,0,0,0,0,0,package://球双足/meshes/fr_calf.STL,0.89804,0.91765,0.92941,1,0,0,0,0,0,0,package://球双足/meshes/fr_calf.STL,,球足小腿杆-2,frknee_c,frknee_l,frknee,revolute,0.3742,-0.41662,0,0,0,0,fr_thigh,0,0,-1,0,0,-0.78,0.78,,,,,,,,
