-3.055253326892852783e-01 -1.745120435953140259e-01 1.510147899389266968e-01 -3.801771998405456543e-02 4.911571145057678223e-01 -2.669343957677483559e-03 -7.617264986038208008e-02 -2.932805567979812622e-02 3.909686803817749023e-01 9.833072423934936523e-01 8.057786226272583008e-01
-2.893669903278350830e-01 -5.147029832005500793e-02 2.158563435077667236e-01 -7.420589774847030640e-02 5.345985889434814453e-01 1.208199188113212585e-02 -1.020449101924896240e-01 4.410215094685554504e-02 4.807344079017639160e-01 9.242886304855346680e-01 7.404685020446777344e-01
-2.384069710969924927e-01 -8.897542953491210938e-03 1.595189720392227173e-01 -1.973372250795364380e-01 5.196402668952941895e-01 -1.447562128305435181e-03 -6.445168703794479370e-02 9.522142261266708374e-02 5.176432728767395020e-01 7.743808031082153320e-01 5.830165743827819824e-01
-2.972696721553802490e-01 -1.631305813789367676e-01 8.083720505237579346e-02 -1.448766291141510010e-01 3.396030962467193604e-01 3.061434626579284668e-02 -1.315059512853622437e-01 -4.172824695706367493e-02 4.493030607700347900e-01 1.554911285638809204e-01 4.121834933757781982e-01
3.542561084032058716e-02 -2.620244026184082031e-01 6.618480384349822998e-02 4.364422336220741272e-02 -2.236766517162322998e-01 8.534301072359085083e-03 -2.395807206630706787e-01 2.077048830687999725e-02 -2.109699398279190063e-01 2.700213491916656494e-01 3.264482617378234863e-01
-2.365628033876419067e-01 -9.727884083986282349e-02 -4.699740558862686157e-03 -7.591836899518966675e-02 7.607497274875640869e-02 2.286379411816596985e-02 -3.868100643157958984e-01 -1.413362659513950348e-02 3.008387386798858643e-01 -2.713698148727416992e-01 -2.064773142337799072e-01
-6.129923090338706970e-02 -1.322641372680664062e-01 -1.180161237716674805e-01 2.190053761005401611e-01 1.027362234890460968e-02 8.400060236454010010e-02 -1.091347038745880127e-01 -4.298879578709602356e-02 1.141881048679351807e-01 5.548044666647911072e-02 1.474813371896743774e-02
-2.081970125436782837e-01 5.968931317329406738e-02 -1.275782734155654907e-01 1.192714497447013855e-01 8.193332701921463013e-02 8.409368991851806641e-02 -2.348539233207702637e-02 -3.478744253516197205e-02 1.969183832406997681e-01 1.612020432949066162e-01 8.717215061187744141e-02
-1.080402582883834839e-01 -5.652647465467453003e-03 -1.874513328075408936e-01 3.500393778085708618e-02 2.776627615094184875e-02 1.604215800762176514e-01 8.510578423738479614e-02 4.686283320188522339e-02 2.489422410726547241e-01 -4.970281198620796204e-02 8.915425837039947510e-02
2.619913965463638306e-02 1.607821583747863770e-01 -6.965104490518569946e-02 1.803282946348190308e-01 -4.372511431574821472e-02 3.859929740428924561e-02 -4.597423970699310303e-02 2.753560990095138550e-02 -1.209592372179031372e-01 3.660291433334350586e-03 -2.926742471754550934e-02
-1.061830446124076843e-01 1.643928140401840210e-01 -4.331008344888687134e-02 6.186537444591522217e-02 1.283329129219055176e-01 4.652421176433563232e-02 1.768033020198345184e-02 1.278194636106491089e-01 -1.875588670372962952e-02 1.035868655890226364e-02 -6.248438358306884766e-02
-1.554854065179824829e-01 7.338762283325195312e-02 -3.187825530767440796e-02 -4.970975220203399658e-03 1.026561930775642395e-01 4.745049029588699341e-02 3.344330564141273499e-02 8.034054934978485107e-02 5.544549599289894104e-02 2.426199242472648621e-02 -8.205415308475494385e-02
-1.348678022623062134e-01 1.144810691475868225e-01 -1.235099732875823975e-01 2.122399508953094482e-01 7.739763706922531128e-02 3.081638552248477936e-02 5.269636958837509155e-02 9.148939698934555054e-02 8.765124529600143433e-02 -7.708071172237396240e-02 6.894034147262573242e-02
8.336750417947769165e-02 3.364665806293487549e-02 -2.634725347161293030e-02 6.956540793180465698e-02 1.337307393550872803e-01 8.441613614559173584e-02 1.426629424095153809e-01 2.362779527902603149e-02 -1.081952452659606934e-01 -1.180639564990997314e-01 -1.079280450940132141e-01
-3.964738547801971436e-02 -4.575282335281372070e-03 -5.110719427466392517e-02 1.147674545645713806e-01 -4.332122951745986938e-02 1.722650788724422455e-02 -5.064964666962623596e-02 1.634872853755950928e-01 -6.067736446857452393e-02 -2.178613394498825073e-01 -1.068574339151382446e-01
-1.676956713199615479e-01 6.256739795207977295e-02 4.163026064634323120e-02 8.880544453859329224e-02 5.197190865874290466e-02 -7.018363475799560547e-02 -1.424438208341598511e-01 1.386503279209136963e-01 7.393568158149719238e-01 -4.263848364353179932e-01 -2.427614033222198486e-01
-2.020546793937683105e-01 1.188983768224716187e-01 -6.148624420166015625e-02 -1.276910305023193359e-01 6.314844489097595215e-01 -8.997852355241775513e-02 -1.299548745155334473e-01 -1.186368241906166077e-02 8.392356038093566895e-01 -4.437595978379249573e-02 -9.977184236049652100e-02
-3.408322334289550781e-01 2.322387397289276123e-01 -2.554276585578918457e-02 7.659024745225906372e-02 1.871008127927780151e-01 -2.995806187391281128e-02 1.704988479614257812e-01 -1.558663249015808105e-01 7.308361530303955078e-01 1.405982822179794312e-01 2.649773955345153809e-01
-5.890436470508575439e-02 2.916774898767471313e-02 -4.865473508834838867e-02 2.513377964496612549e-01 5.920647382736206055e-01 4.949888586997985840e-02 7.037068158388137817e-02 3.315385431051254272e-02 5.054717063903808594e-01 4.311677813529968262e-01 4.175006449222564697e-01
-1.617618203163146973e-01 8.610830456018447876e-02 2.712833285331726074e-01 -2.764242291450500488e-01 2.966599166393280029e-01 2.838746644556522369e-03 -1.916756331920623779e-01 2.661796659231185913e-02 1.886041015386581421e-01 7.547570466995239258e-01 6.721162199974060059e-01
