Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-32.46294	8.141627	-12.475056	-63.059025	-8.940636	17.192259	49.444004	-29.013245	19.585276	25.275	3999	-1.6823629	1.5371	6.0777926	-12.541615	-0.07829189	0.7942422	15.503077745437622
2	-32.51604	7.686457	-10.588733	-71.57489	-27.750256	12.207698	-15.44139	-88.77705	19.437424	22.9	7999	5.4044237	5.985377	28.692762	-18.663649	-8.3465185	1.5079318	34.71921515464783
3	-26.343021	13.763671	39.284428	-68.43179	-16.669212	19.27908	12.784429	-55.541805	23.247452	41.875	11999	23.113018	12.275745	56.149483	-24.94616	-27.402802	3.9505293	54.612285137176514
4	-12.534413	19.016493	44.472054	-65.330086	-8.567713	21.852577	45.0713	-37.355053	37.143852	34.875	15999	24.68194	13.947444	56.289154	-22.683054	-27.785679	4.4734564	74.80654382705688
5	-16.565355	22.133677	149.19109	-85.006065	-14.729899	20.280338	28.088537	-76.78838	36.73793	33.675	19999	20.871662	13.827232	59.61563	-15.483545	-23.47592	5.1350465	95.13630819320679
6	-22.617355	41.079605	46.63304	-761.1725	-24.54168	38.660866	23.151129	-235.68944	38.04286	42.8	23999	19.913437	14.683493	64.87324	-15.913144	-22.373505	8.154049	115.30511999130249
7	-34.51255	39.053837	33.691467	-652.7959	-21.003468	20.771618	9.405032	-68.17752	36.34773	45.175	27999	21.15576	16.171667	74.55719	-15.856381	-23.649958	14.665809	135.71552801132202
8	-37.24731	20.374815	23.842234	-125.02394	-29.602314	16.030537	4.2889447	-62.471203	36.85484	35.7	31999	23.313875	17.722502	88.54497	-48.560776	-25.8605	17.963282	155.67631888389587
9	-38.693146	24.66273	16.65506	-238.83464	-41.662186	46.409454	5.4580746	-304.85452	38.34689	34.75	35999	25.644545	19.693138	93.719734	-92.45795	-28.33385	20.690283	176.3043086528778
10	-42.319725	23.20473	10.311318	-198.14035	-49.644127	22.673948	-1.8818328	-87.81802	36.311363	47.525	39999	27.65585	21.452656	107.76975	-127.092514	-30.390785	21.098852	197.05179691314697
11	-46.944576	22.765726	10.603297	-134.70642	-42.82847	21.510078	-9.523159	-108.94961	38.83293	35.825	43999	27.94997	22.58127	112.14695	-160.10252	-30.60129	21.181211	217.2996106147766
