Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-33.650723	19.834057	-9.4888	-473.70215	-31.34404	24.27612	10.118619	-87.617	19.5459	28.6	3999	-0.74853176	4.9833097	14.325186	-476.0466	-1.4298662	7.147449	16.626139402389526
2	-32.652966	8.9222355	-13.946065	-158.69882	-50.633102	13.535336	-33.27234	-89.07369	19.432564	20.125	7999	26.796942	38.37707	230.1326	-592.13245	-34.471107	9.126267	36.34552836418152
3	-37.376457	17.312395	4.486845	-111.048615	-55.3875	34.461445	4.9791713	-106.381454	21.330667	20.05	11999	142.48897	122.2881	467.61337	-634.20825	-162.47638	74.63387	56.891133069992065
4	-36.40855	29.956331	29.053415	-118.14833	-53.429688	31.269922	-0.14223908	-111.12543	26.494196	33.2	15999	171.65312	148.16783	477.42325	-582.99084	-187.39044	148.43643	78.61593770980835
5	-46.74332	38.17127	18.893274	-268.88657	-50.016205	30.598648	2.5709152	-95.31484	34.319744	35.95	19999	156.89967	131.70432	429.6859	-576.89996	-170.72128	147.14792	99.8795416355133
6	-54.91092	50.69888	23.25861	-694.5038	-49.56717	30.65976	12.580028	-107.837944	33.1722	34.45	23999	159.41008	132.17914	480.51276	-553.2332	-173.09003	181.75713	121.60452437400818
7	-59.391624	38.335484	30.712175	-496.89	-79.307144	50.456135	-2.172577	-179.16414	33.854122	33.225	27999	172.97372	147.47453	625.25525	-556.8628	-186.92491	248.10342	143.11756777763367
8	-70.83642	52.464645	23.528515	-773.2389	-80.565346	39.30707	2.625661	-154.67542	35.764046	43.325	31999	190.82776	172.11526	654.2791	-580.6493	-206.54565	351.99243	164.99581336975098
9	-77.049194	47.29381	28.002369	-651.1859	-71.44681	46.07359	4.086702	-161.51837	40.565655	38.325	35999	211.0199	191.9188	647.80566	-561.7313	-226.60075	416.62555	186.77141308784485
10	-83.53779	52.819313	47.772068	-472.59265	-77.34232	45.793728	12.070608	-169.9944	38.28777	50.725	39999	216.90475	205.76012	691.29877	-584.0477	-232.49142	505.87137	208.43872785568237
11	-73.68594	51.716824	23.951445	-692.23224	-79.76453	41.409016	-11.716895	-184.90622	45.35028	50.15	43999	223.76636	211.44972	694.0768	-552.1771	-239.40031	559.9662	230.4047348499298
12	-78.64324	57.215168	25.298197	-747.7801	-66.17139	46.55442	18.921017	-136.29655	37.320843	44.05	47999	231.45308	214.76717	697.17017	-571.6908	-246.52263	604.4624	252.63648319244385
13	-83.31899	48.98535	6.053783	-415.8464	-87.99587	34.914837	-18.579313	-169.6291	41.07161	37.05	51999	227.01334	207.31877	707.6289	-594.34796	-241.43259	589.1578	274.50786304473877
14	-82.275475	41.868763	14.66032	-479.72134	-74.88015	40.23862	6.8422875	-169.42702	42.296295	42.625	55999	217.4293	198.95573	671.5652	-554.0163	-230.63126	538.5825	295.7430467605591
15	-78.85517	38.527267	4.563301	-215.75035	-88.09877	43.298763	-8.375143	-202.34117	48.62918	43.025	59999	204.27647	187.4525	655.5379	-586.25604	-216.504	481.39307	316.9989187717438
16	-81.201965	44.666325	13.550756	-477.774	-99.79602	96.69568	-11.383538	-638.94824	44.831932	34.75	63999	190.06252	176.18446	617.1525	-594.1895	-201.07637	435.76776	338.4413528442383
17	-80.7754	39.18876	10.816814	-225.61884	-87.03526	42.534355	14.421617	-181.40677	40.68274	46.375	67999	172.98216	163.94484	570.6357	-540.194	-182.95972	394.8617	360.3624246120453
18	-79.29571	37.898815	11.87878	-208.80994	-86.62325	42.699482	-3.7459733	-179.79533	40.974358	44.075	71999	155.33217	148.44786	523.47675	-528.05927	-164.57568	340.92175	382.33248805999756
19	-86.15274	55.29235	-10.455504	-763.41046	-85.65965	32.67297	-36.35779	-162.00867	38.56971	49.025	75999	147.44736	146.09175	549.24347	-481.8252	-156.86322	334.69568	404.4714050292969
20	-97.67876	36.718052	-9.463113	-241.64496	-66.60005	57.48571	242.21701	-149.44228	44.158333	51.525	79999	139.11134	140.84854	518.2061	-618.25385	-147.63678	297.84326	427.09349513053894
21	-84.10861	38.752995	6.410265	-278.09018	-83.00661	34.330963	-20.370073	-138.6287	44.648045	40.425	83999	128.18526	128.94089	490.5495	-709.94025	-136.25668	264.29712	449.1306481361389
22	-87.90131	36.605446	6.4218087	-213.72379	-79.4363	37.421314	-16.772581	-154.25902	41.525906	40.35	87999	114.71632	112.41935	421.25974	-711.1227	-121.98138	219.3971	470.7145023345947
23	-99.346344	43.33892	4.2591863	-298.11575	-112.9236	39.096333	-42.51322	-219.4472	40.778625	53.8	91999	101.25018	97.963	381.22513	-709.63306	-107.80382	185.72202	493.20794892311096
24	-102.83489	46.228928	-25.253342	-338.5666	-103.07326	38.03013	-44.948006	-199.59175	52.930695	52.5	95999	87.11978	84.75375	321.64282	-781.9563	-92.81239	141.70854	514.9126539230347
25	-93.27554	42.901134	-10.844984	-311.52115	-78.63096	28.57914	-29.309124	-155.21332	47.778442	41.95	99999	73.609245	72.78001	263.14456	-772.9598	-78.477806	105.93519	536.629499912262
26	-92.24231	37.46712	-23.250975	-264.12668	-82.14146	37.290028	-12.477256	-182.0978	41.161953	44.625	103999	59.965263	62.50684	214.36723	-697.0021	-64.33007	88.08529	558.1070983409882
27	-85.795044	38.502277	-6.8588643	-243.19614	-93.36806	37.330067	-30.15434	-177.00688	40.38889	40.3	107999	50.66541	54.727833	204.80075	-561.06726	-54.749836	75.263824	579.8745062351227
28	-83.8855	63.289944	-0.25226036	-670.9295	-63.409607	42.1201	10.02445	-156.42468	42.444443	44.775	111999	43.66072	48.79195	181.10625	-761.79425	-47.462948	62.967323	601.778242111206
29	-74.024536	37.96368	4.0459785	-186.89662	-81.77431	50.56356	3.5748944	-212.08167	46.80294	46.675	115999	36.9629	44.93941	178.99246	-729.66315	-40.434296	54.802067	623.8070130348206
30	-76.625496	46.72164	18.45472	-412.899	-86.07355	58.40975	16.097004	-235.87485	40.716457	40.725	119999	32.780094	42.877583	179.23889	-709.3458	-36.31686	48.930923	645.0591814517975
31	-78.57071	48.51626	75.89926	-394.25342	-86.05713	53.84746	0.0021615848	-197.83878	44.57703	49.975	123999	30.196207	42.191994	168.70844	-711.4755	-33.565647	44.739563	666.9798481464386
32	-73.6953	44.143032	263.28647	-183.14412	-74.49197	46.285347	11.47993	-158.80025	49.650154	50.025	127999	25.063358	38.867165	162.249	-839.74146	-28.074265	37.63731	689.3040511608124
33	-70.926315	49.832317	14.112735	-678.8944	-63.727947	38.250877	11.805426	-148.34981	48.386707	47.725	131999	21.225765	37.242966	156.01547	-756.07074	-24.10719	37.064667	711.4426536560059
34	-62.633736	29.83098	19.851524	-206.80923	-69.91761	39.508087	10.755535	-190.90085	40.48861	49.2	135999	19.900072	37.13344	158.73784	-727.11395	-22.855532	35.44883	733.6221144199371
35	-64.22559	52.839993	10.995235	-786.21796	-61.227173	27.532688	0.67826426	-122.190506	48.658535	49.45	139999	20.088543	38.03615	156.97844	-877.87885	-23.054451	33.494205	755.9519276618958
36	-63.239773	53.614796	20.111141	-599.6921	-54.67788	37.859158	11.704075	-118.01077	48.11976	48.375	143999	20.206778	37.286163	152.80507	-895.5646	-23.143555	34.393684	777.4568727016449
37	-58.2194	47.817734	16.718798	-631.32983	-47.671852	29.475718	-3.5736415	-157.70677	49.790627	47.425	147999	19.942913	36.193222	148.83177	-871.5591	-22.862375	32.821114	799.1353788375854
38	-56.121117	48.786095	7.5883193	-705.2838	-49.473263	31.882904	8.232563	-130.78563	47.967068	51.825	151999	20.065035	35.79724	150.4122	-898.1917	-23.008797	34.949043	820.69184923172
39	-55.03646	57.368374	23.284842	-777.2513	-46.42824	39.69488	14.265327	-196.2972	51.598072	52.65	155999	20.495773	35.615356	152.92531	-781.3624	-23.431149	36.99358	842.5159182548523
40	-48.991753	33.21386	17.401232	-243.81206	-66.131516	89.07584	2.2495542	-576.57587	55.46528	47.125	159999	20.135582	34.27602	147.79565	-714.13916	-22.985365	33.435837	864.5397944450378
