Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-32.678314	8.323208	-12.580424	-68.24697	-12.411613	18.00685	22.500618	-63.890728	19.633457	34.55	3999	-0.12334346	3.048642	17.740847	-14.090876	-2.2963336	0.6308063	16.65101981163025
2	-32.92603	8.308248	-11.994974	-73.119484	-72.0396	20.81404	-25.244555	-107.102776	19.683887	22.975	7999	46.316845	43.885593	386.8912	-100.6349	-58.433575	19.903536	36.455326795578
3	-52.866096	43.30893	-11.362791	-650.0168	-89.757675	34.363987	-18.129307	-191.26414	23.902548	30.275	11999	307.07672	206.6922	1009.74896	-462.02005	-347.91766	320.12555	57.64516997337341
4	-70.03168	32.53806	0.6499925	-358.04214	-62.010406	25.136927	-7.624872	-123.8854	32.38259	39.725	15999	401.2989	258.1088	973.62006	-489.38712	-435.82016	720.59564	79.62068104743958
5	-80.27701	33.014736	-9.703865	-231.07063	-84.484375	40.67338	-12.762556	-167.2528	32.92371	27.35	19999	404.30365	259.4654	1049.2405	-520.4434	-437.27368	956.0668	101.11953520774841
6	-81.89329	48.88695	-9.558412	-769.3054	-86.713715	34.74392	-20.973928	-168.16286	34.170574	45.325	23999	433.52487	289.0778	1229.2462	-513.76385	-468.66138	1287.1667	122.57774257659912
7	-101.835396	41.29387	-26.539854	-280.4155	-114.17952	85.10638	-48.18976	-584.8248	33.871307	42.025	27999	477.11545	312.06766	1315.6816	-522.8507	-513.1168	1660.8247	144.0052580833435
8	-82.34113	56.2576	-18.811516	-795.1314	-113.14658	39.48027	-62.15166	-266.84525	35.66518	43.6	31999	492.48376	318.47632	1201.2393	-522.2285	-527.1173	1824.4327	165.9767553806305
9	-94.434	42.65553	-28.45152	-537.3952	-96.57907	31.682528	-41.730453	-180.47934	39.722084	45.075	35999	512.19495	341.57288	1382.9761	-539.3885	-548.1072	2125.4834	188.2656328678131
10	-103.69087	53.73374	-25.992582	-924.6609	-122.89229	30.77377	-72.729965	-198.63696	32.255062	38.225	39999	537.1703	367.78952	1480.2041	-562.8358	-573.43915	2472.315	210.0522665977478
11	-94.79144	37.957798	-30.181313	-448.60504	-92.25804	35.43242	-31.047169	-229.2389	35.474613	42.225	43999	542.7299	380.58066	1489.6758	-575.6653	-577.89496	2745.256	231.8855493068695
12	-96.77274	31.065224	-24.53728	-233.98465	-116.12949	34.13085	-57.670097	-198.42137	39.488888	43.575	47999	527.8376	370.33014	1440.4071	-582.4313	-560.87646	2732.2305	254.1356828212738
13	-100.02545	51.014084	-29.36458	-717.0492	-109.22532	42.29366	-41.94627	-231.7606	42.550533	51.35	51999	529.8078	379.9215	1511.9696	-592.2356	-564.3455	2929.1494	276.4130036830902
14	-104.718834	38.471886	-41.30799	-420.1717	-104.92283	38.09843	-44.575962	-186.46284	47.470238	42.525	55999	555.615	395.7726	1527.4639	-540.86127	-590.29724	2901.7646	298.61326789855957
15	-102.1792	46.223366	-36.57227	-701.2215	-96.0022	33.04671	-36.473507	-183.06021	39.91	46.475	59999	555.4966	390.27982	1553.3824	-696.3585	-587.74603	2759.1245	320.7385172843933
16	-116.889725	64.30151	-35.538433	-711.42505	-146.5615	40.003128	-60.4753	-251.90295	42.959785	51.925	63999	534.0262	382.85107	1710.3173	-589.0242	-564.56067	2785.9685	342.9094715118408
17	-118.94644	47.811623	-32.112774	-639.9232	-114.93823	34.057297	-55.04588	-182.70422	45.36932	43.775	67999	519.4063	381.57773	1694.1946	-585.833	-549.45514	2739.668	364.61144852638245
18	-117.58489	49.59959	-49.96515	-681.33417	-133.00256	63.80346	-61.49207	-461.65384	45.194366	49.275	71999	495.33032	361.8591	1495.0997	-559.93646	-522.7009	2530.8604	386.76538586616516
19	-115.269424	43.102264	-41.137066	-334.67435	-135.91699	79.4399	-48.24366	-570.77124	50.291534	54.2	75999	472.50836	350.80618	1322.639	-520.67206	-499.1227	2351.6172	408.7757103443146
20	-112.96306	56.733444	-38.770447	-903.89294	-108.44917	34.335033	-53.50649	-199.39862	45.092957	39.4	79999	457.56296	343.15652	1259.1797	-613.55554	-483.07297	2229.5745	430.7560384273529
21	-105.83334	40.42914	-29.72332	-321.33484	-127.41936	39.93625	-47.406696	-256.26212	45.033802	42.15	83999	439.77753	330.20215	1226.7445	-627.74664	-463.6534	2132.9553	453.0589418411255
22	-122.77181	56.7886	-37.604324	-690.5306	-127.891136	44.69942	-58.750263	-287.6194	44.437325	40.325	87999	407.32208	306.912	1117.7418	-566.1469	-428.84622	1863.9171	475.13673973083496
23	-122.85985	39.330235	-44.81059	-263.48657	-127.65867	35.11264	-62.977272	-205.74483	37.203705	43.1	91999	375.03296	286.4556	1113.6149	-566.90155	-395.36014	1776.6141	497.1631169319153
24	-118.147194	51.80507	-44.05757	-767.3959	-135.32465	30.140448	-77.58114	-198.27748	41.45052	44.6	95999	344.80124	273.33298	1008.25464	-546.496	-363.80338	1628.9373	519.2606656551361
25	-119.82771	39.36299	-45.150043	-300.38773	-125.95833	60.597794	-54.27721	-431.0277	41.396908	41.125	99999	314.7607	254.09766	945.97235	-550.51404	-331.94797	1394.7913	541.0258107185364
26	-120.34189	48.283363	-48.371346	-505.24066	-114.17354	22.323414	-71.329506	-172.96364	38.99512	41.275	103999	285.60315	241.26811	1666.9846	-693.1199	-303.13025	1314.9758	562.9575519561768
27	-118.122475	51.358902	-47.133194	-737.2704	-122.13959	49.356358	-49.384247	-269.32986	43.304348	53.5	107999	282.33115	274.0128	1330.4998	-650.0109	-300.45044	1605.3611	585.1240768432617
28	-129.5089	48.09093	-52.98384	-475.8606	-128.71353	26.594362	-81.126015	-188.866	54.632652	43.475	111999	254.29268	250.07883	1104.6066	-563.1614	-269.32846	1279.1978	606.8708212375641
29	-131.51166	44.596703	-47.34947	-357.49457	-139.13148	48.284126	-49.967636	-246.28937	53.571907	55.725	115999	230.11232	232.22958	930.6269	-681.51355	-243.37785	1032.7898	628.9813847541809
30	-110.66136	41.86674	-37.76062	-416.8833	-105.09334	30.019905	-50.553192	-175.17807	45.51143	57.225	119999	198.87424	206.30646	842.5191	-627.8338	-210.35974	841.40063	651.4668211936951
31	-103.57813	38.17318	-33.613792	-251.39561	-120.41722	49.525417	-43.49126	-254.57935	52.654606	53.6	123999	175.07594	184.55005	829.33685	-683.0632	-185.65802	672.24646	673.9490785598755
32	-115.4972	48.04035	-44.10389	-641.0074	-122.80727	36.72267	-43.095844	-199.7549	43.45924	47.45	127999	156.82236	174.22626	735.4142	-607.3709	-166.65857	579.3093	695.7746825218201
33	-114.410675	42.093628	-41.73971	-284.86435	-115.1754	40.283882	-32.407238	-194.66006	48.29697	54.05	131999	134.10106	158.47444	572.0756	-708.623	-142.46346	460.71237	718.518604516983
34	-109.34218	63.06338	-17.670938	-657.28784	-118.84495	50.75896	-34.791496	-245.10323	52.33766	55.075	135999	111.34565	140.09895	540.5825	-659.73395	-118.51238	359.37515	740.5670692920685
35	-101.06091	47.731316	-8.888187	-265.39767	-109.06038	47.389015	-24.68149	-225.49655	47.81138	56.9	139999	92.17877	123.983765	481.8449	-947.9743	-98.59311	274.02762	762.8913786411285
36	-101.63308	58.533978	-5.4305334	-596.07733	-92.95146	41.45875	-17.550295	-171.49321	54.112244	60.8	143999	76.67642	110.90943	428.85846	-953.26996	-82.357605	219.34605	785.2389118671417
37	-93.69486	62.446915	35.391857	-655.9128	-86.77476	52.12397	-8.275679	-283.99393	47.40176	40.2	147999	64.06057	100.43593	403.72302	-829.25604	-69.21703	178.29582	807.1411361694336
38	-93.91206	49.83568	-6.850292	-456.02325	-92.46075	50.874714	1.975623	-256.46228	48.774693	55.6	151999	52.82102	90.51706	376.02106	-1009.97675	-57.402462	148.97243	829.0494828224182
39	-88.88406	65.693436	-2.227559	-848.947	-91.114845	50.97709	-3.1813533	-235.21516	50.949368	46.275	155999	42.26087	80.11242	364.0281	-869.30646	-46.32376	116.88966	851.1070935726166
40	-80.46955	43.59135	1.7246102	-215.56848	-93.69134	60.416485	-1.0100622	-213.70485	42.005234	41.1	159999	33.28705	69.33146	312.54364	-900.02014	-36.963486	96.111916	872.9796290397644
41	-75.52607	46.494953	18.016247	-233.61893	-72.14864	44.550396	5.89955	-163.16292	42.392574	47.125	163999	25.431782	57.493237	247.72722	-905.6636	-28.70553	71.66209	895.1200308799744
42	-66.925545	47.719273	9.430576	-260.34256	-59.02414	44.46936	7.983623	-143.56195	51.609676	44.675	167999	18.763119	46.64186	221.42123	-680.91266	-21.83432	59.679714	916.7130036354065
43	-64.20945	52.270344	16.451746	-573.1879	-60.68216	39.720142	-7.3869433	-180.09192	47.366863	41.925	171999	14.4117365	37.624218	185.74123	-841.74176	-17.348902	48.413017	938.9710674285889
44	-58.363773	47.405617	14.985918	-679.9759	-55.324596	44.004185	0.9347404	-209.39815	40.06	50.575	175999	11.343746	30.980984	154.82542	-729.9437	-14.164163	41.214752	961.3535530567169
45	-47.113113	45.27883	319.22366	-471.7044	-52.49236	36.324127	-5.574365	-145.36383	42.91129	49.0	179999	8.511205	24.762806	124.51001	-808.42566	-11.211873	36.616783	983.8518459796906
46	-44.159966	39.38739	18.110065	-471.59955	-32.84935	29.244965	11.861496	-113.244225	43.194595	46.7	183999	6.2369294	19.817444	100.92571	-863.4147	-8.803666	31.750929	1005.3302149772644
47	-38.503845	33.89501	19.533714	-223.29626	-37.674625	42.943	32.422653	-158.63673	46.65698	53.5	187999	4.8944645	16.541807	80.884605	-884.07416	-7.450723	27.084576	1027.8999693393707
48	-38.467373	50.40397	36.32695	-618.08014	-41.279865	30.13662	1.0434294	-126.12841	51.25402	55.05	191999	4.325523	14.536586	70.68212	-458.29205	-6.806666	25.421444	1050.2377350330353
