Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	35.811554	4.3137307	53.153934	27.578056	26.019737	0.25903633	0.063480735	0.4830948	-0.030467615	4000	4.0978193e-08	364.17932	-0.012699569	-71.18651	0.9189426	0.015203394	0.11825	11.0	2.611673355102539
1	35.571728	4.605045	54.854393	23.178171	25.973684	2.8311787	0.37972963	3.168008	-2.2411752	8000	-7.4505806e-08	286.44827	-0.014213812	-51.648792	0.91881037	0.01532255	0.095249996	16.0	4.563146114349365
2	36.83716	4.209463	47.609615	24.841343	26.046053	4.8543534	0.23399834	4.945998	0.38395083	12000	2.165325e-08	258.9791	-0.017491559	-36.35826	0.9195339	0.015050584	0.09825	37.0	6.709363222122192
3	36.485203	4.160053	51.183605	25.086622	25.993422	6.4425273	0.07521845	6.4750476	4.0190063	16000	-3.7252903e-09	215.83879	-0.019860653	-25.243347	0.91923696	0.01507937	0.116	36.0	8.766483545303345
4	37.134613	4.391639	53.641674	23.836699	26.0	7.7612677	0.054080814	7.781738	5.9279423	20000	-1.5925616e-07	202.74756	-0.018767819	-21.463898	0.9158661	0.015117915	0.09425	34.0	10.841386079788208
5	37.12037	4.1170506	50.7143	25.031574	26.072369	8.985205	0.04060282	9.000344	8.06168	24000	-2.9802322e-08	180.15341	-0.023298252	-16.556454	0.91885126	0.015095694	0.13775	56.0	13.151545524597168
6	38.058666	4.403308	50.782356	25.864334	26.165564	9.9936905	0.8813739	10.089837	-8.036516	28000	-8.8475645e-09	175.70952	-0.013578338	-27.035076	0.92381966	0.0155023215	0.085999995	18.0	15.30910038948059
7	37.361706	4.2190742	53.425617	23.42383	26.144737	9.577806	3.1196249	11.181643	-8.580589	32000	-4.1909516e-08	139.75195	-0.011561414	-21.187134	0.9236571	0.015095817	0.13374999	15.0	17.42161202430725
8	38.87952	5.3806148	68.15428	27.86045	26.276316	10.139834	3.8130963	12.33915	-4.9730372	36000	3.5390258e-08	145.2279	-0.023091692	-19.315634	0.9230485	0.015096637	0.15349999	59.0	19.884989261627197
9	38.960392	4.2915072	50.772984	24.727278	26.34	11.007436	4.3373523	13.534106	-6.437781	40000	2.142042e-08	121.35373	-0.015811961	-16.30302	0.926805	0.015016509	0.084750004	29.0	22.011654138565063
10	38.523262	4.869673	65.46238	23.58876	26.18543	11.649646	4.8925867	14.654822	-8.252454	44000	3.7252903e-08	105.422806	-0.02089927	-14.00153	0.9297875	0.015077448	0.12799999	38.0	24.330091953277588
11	38.822018	5.05438	59.000477	27.717638	26.144737	12.093467	5.411994	15.661733	-3.9514751	48000	7.543713e-08	94.615486	-0.019436888	-12.053152	0.9264753	0.015277048	0.1225	31.0	26.56517243385315
12	38.94275	4.694861	51.8349	26.641396	26.313334	12.572724	5.8784437	16.617428	-3.3948727	52000	1.0477379e-09	82.974396	-0.010077424	-10.334982	0.9313122	0.015140878	0.1365	12.0	28.605361938476562
13	38.891853	4.4622827	59.36836	21.997	26.554054	13.0507765	6.1772985	17.514576	-3.9578056	56000	-2.2351742e-08	69.73366	-0.01462993	-8.476928	0.93073416	0.015347761	0.13825001	20.0	30.738379955291748
