Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	-32.449673	7.7377486	-12.70055	-64.91486	-21.960415	57.862072	11.730036	-373.09396	19.683107	33.95	3999	-1.8769963	1.6163136	2.969448	-14.446441	0.16787326	0.9214422	16.004087686538696
2	-32.398273	7.961789	-10.992987	-76.68804	-5.167329	14.536982	35.801144	-29.835175	19.396364	29.725	7999	0.47635716	3.8035636	22.48899	-15.589044	-2.529883	0.9410432	35.264179944992065
3	-19.484161	19.450897	73.4467	-67.90041	4.836444	18.191414	55.951614	-19.545551	22.637907	24.525	11999	5.796754	8.851079	37.005753	-16.338507	-8.28629	1.5522437	55.22046184539795
4	1.8531612	18.307226	66.31345	-53.067856	-8.2110615	18.663918	34.989086	-57.77417	33.5	40.325	15999	10.735935	9.625688	52.468388	-20.706228	-13.127905	2.364021	76.1353530883789
5	-5.182509	24.242594	61.158745	-77.50434	-12.851748	26.407686	45.23079	-77.93835	36.91224	43.175	19999	15.277711	12.199758	66.49882	-15.633598	-17.72764	3.758154	97.27882981300354
6	-10.785623	24.495743	66.16918	-67.45282	-19.326168	25.726894	43.445488	-72.92123	45.542614	43.625	23999	19.531363	16.112715	71.90316	-16.514698	-22.127476	5.6078377	119.62879300117493
7	-23.526972	44.774208	226.26091	-596.5474	-30.74589	22.497242	12.22723	-99.5555	42.873657	44.6	27999	23.78695	19.073008	81.23244	-16.869059	-26.480328	9.487045	141.24163365364075
8	-33.373116	30.201113	25.06783	-319.1937	-26.071436	26.84009	52.61003	-94.55967	43.8388	47.725	31999	28.755726	22.037306	91.60673	-15.730141	-31.679882	14.89216	162.1929395198822
9	-37.959	33.073814	33.952194	-464.55865	-33.402122	19.988754	-5.02041	-102.08148	42.331566	48.625	35999	33.20455	25.379536	99.75588	-41.030163	-36.299717	20.146618	182.91232299804688
10	-43.150906	51.729275	18.06432	-696.4695	-33.047062	26.799324	9.997599	-103.662544	43.887672	46.125	39999	35.31156	27.074085	105.72306	-40.626377	-38.368755	21.236555	204.20034503936768
11	-42.696903	51.114227	16.591553	-771.6395	-43.435802	24.976255	8.049775	-100.4859	43.470108	39.1	43999	35.385345	27.900555	110.03538	-107.29693	-38.45042	32.95303	224.98931670188904
12	-44.86353	52.83417	374.12024	-669.7386	-45.97177	25.221994	-3.293951	-94.751884	47.132355	41.375	47999	37.562023	29.950573	126.819786	-143.7569	-40.796257	33.367172	246.12435460090637
13	-51.677216	42.487587	19.590195	-679.60944	-44.957882	25.30486	9.255778	-95.927086	45.288136	49.125	51999	40.395054	31.83308	133.04733	-213.52025	-43.787834	41.913994	267.12072682380676
14	-52.96075	35.041992	26.302528	-423.0888	-61.15852	88.99516	-4.1070757	-594.5576	49.66355	45.525	55999	41.03746	32.922955	131.58449	-241.12288	-44.23934	41.269592	289.2637598514557
15	-56.144398	35.06525	17.57812	-458.63797	-45.013893	24.13828	-8.3866415	-100.98907	45.181305	50.425	59999	39.752266	33.242138	130.93643	-227.85455	-42.84864	41.81383	311.1107063293457
16	-59.057896	29.580723	6.8694305	-199.09485	-67.17236	29.414452	-9.4487705	-150.18379	46.37572	50.325	63999	38.32289	34.03455	144.32233	-245.43474	-41.2821	42.151196	332.51033425331116
17	-58.911423	26.135584	10.369146	-156.2512	-55.94619	21.74042	-6.2064657	-122.03008	46.836258	52.675	67999	36.02168	34.154156	152.4403	-367.57214	-38.90888	44.830154	353.71876883506775
18	-55.918472	27.553875	4.676504	-151.32988	-69.05626	32.697353	-18.650139	-168.3353	47.02346	41.1	71999	34.137215	35.460636	149.67737	-350.78128	-36.82662	39.927	374.9511299133301
19	-64.425514	115.866165	-6.550895	-2184.4683	-55.97187	18.141773	-32.445183	-105.98884	44.168976	47.65	75999	30.559074	35.17583	142.9806	-534.43005	-33.068157	39.85618	396.3918285369873
20	-57.69512	35.218746	-1.3952379	-505.53943	-63.6204	53.443256	-5.102526	-316.39606	44.606144	49.1	79999	28.54551	34.012554	140.73627	-578.15356	-31.007614	35.499283	417.60408115386963
21	-52.5355	29.927128	13.525969	-168.74689	-69.62927	35.926563	-3.3310273	-150.38025	43.467213	54.225	83999	26.000513	32.534695	136.01619	-595.0304	-28.217922	32.643394	438.5985586643219
22	-63.551395	65.26196	10.057546	-848.3452	-64.042404	27.455297	-19.349037	-128.4158	44.55	46.525	87999	22.013107	29.527422	120.11381	-568.86224	-24.037867	29.086025	459.7163724899292
23	-58.117283	51.395004	9.613625	-782.83795	-49.785892	32.61005	21.681684	-132.87253	42.965332	46.5	91999	19.518906	28.038921	110.14317	-607.87036	-21.496706	30.725698	480.8169960975647
24	-52.599915	33.088604	27.717764	-164.68085	-43.600563	34.134773	70.88029	-118.22929	41.51169	43.125	95999	17.581734	26.11503	104.96959	-658.4121	-19.480906	30.72278	502.490079164505
25	-48.48619	42.343105	18.68352	-560.21234	-49.170204	38.843346	16.053308	-158.46759	38.315662	42.525	99999	15.8522625	23.37173	95.68203	-652.13745	-17.67945	28.135555	523.6801772117615
26	-54.45754	39.826366	17.016937	-387.6001	-75.16993	42.04172	-3.2817895	-165.68102	45.05866	47.175	103999	14.617328	21.36983	90.67928	-693.8834	-16.383926	24.741953	544.6934785842896
27	-54.783134	39.685936	17.072178	-399.69843	-44.884216	24.652624	-5.278764	-109.18577	42.629333	49.0	107999	13.42666	19.854494	84.689835	-642.5983	-15.180004	23.76491	565.5727684497833
28	-56.45103	44.338795	35.33511	-605.8858	-54.136585	28.70859	14.3907385	-109.877014	46.452175	42.6	111999	12.245075	18.317423	82.488205	-806.224	-13.932578	25.294243	586.7109386920929
29	-52.226795	31.574324	22.122925	-147.80307	-40.374367	26.511423	16.793499	-100.26134	45.045326	45.925	115999	11.455882	17.74022	80.059975	-889.4726	-13.140622	26.346289	607.800440788269
30	-58.699623	66.392555	18.85282	-700.91187	-47.58774	21.073498	16.201925	-95.05507	48.706062	42.0	119999	11.197156	17.60984	74.284454	-838.36285	-12.900732	27.452272	629.202835559845
31	-55.350216	66.5758	11.695128	-882.2897	-52.762062	31.962288	14.261084	-140.86348	46.97345	57.675	123999	11.29403	17.85948	70.814545	-907.1236	-13.037018	25.970179	650.4502718448639
32	-53.832348	45.81124	128.652	-599.1857	-57.447315	35.307724	1.893265	-120.71347	45.745716	43.075	127999	11.628947	18.126736	68.914314	-935.9914	-13.372586	26.377266	671.4999332427979
33	-50.664368	32.23969	18.236013	-384.7587	-43.2286	24.336235	-1.9651506	-112.179634	47.466076	49.1	131999	11.7318	18.183113	64.98224	-914.35004	-13.476689	26.415556	692.5641930103302
34	-51.636925	32.363655	6.1601877	-264.9144	-71.13332	112.90943	-2.590749	-742.02124	49.537266	54.25	135999	11.224117	17.571663	65.85794	-888.2507	-12.888303	25.025356	713.5021939277649
35	-55.577003	57.196762	31.647081	-657.44977	-45.939552	27.221943	11.494769	-113.78696	51.246796	54.35	139999	10.831923	16.986246	65.954865	-846.35657	-12.512082	24.652683	735.0934860706329
36	-46.225033	30.003466	19.48194	-160.39536	-33.646744	20.929422	5.891055	-79.475	48.11712	40.55	143999	10.657219	16.586504	65.54574	-773.9749	-12.310727	25.452644	756.2846674919128
37	-44.23421	47.726807	35.15212	-703.94574	-36.47225	27.857847	7.2771916	-108.82405	44.997185	52.825	147999	9.979265	16.236898	63.228672	-750.98	-11.596074	25.190191	777.3373332023621
38	-40.66736	28.85499	17.957048	-173.9112	-41.72412	29.284409	4.9284544	-105.29591	45.280453	41.55	151999	9.594496	16.158173	60.065628	-852.4664	-11.207838	24.698126	798.072984457016
39	-45.307785	32.34027	35.66514	-278.0242	-47.100647	33.957886	8.443339	-121.04272	46.051723	51.05	155999	9.6733885	16.140827	61.051353	-981.2313	-11.298079	31.019497	819.2804188728333
40	-48.816822	50.987118	16.428116	-626.8943	-47.262703	34.36332	2.6793318	-138.5645	47.31361	55.35	159999	9.406394	15.619824	58.876244	-863.38605	-10.963376	25.512465	840.3832604885101
41	-50.644203	58.74273	18.200516	-831.87897	-41.324596	28.052948	13.5402975	-96.03365	51.092358	51.85	163999	8.829996	15.0291195	55.343864	-802.7867	-10.367414	26.68432	861.9036874771118
42	-49.303375	53.98802	7.4657006	-691.2895	-47.818546	22.321852	3.36842	-96.8621	44.971752	47.875	167999	8.46632	14.403685	54.80058	-851.1981	-9.973303	27.739664	883.1613552570343
43	-48.61724	29.283123	3.5182893	-259.4081	-52.17149	27.909218	-13.104466	-124.11333	44.038357	54.875	171999	7.8625216	13.915232	54.97522	-882.7157	-9.3443775	30.17892	904.2368352413177
44	-43.449356	28.595226	35.761013	-152.8216	-41.217377	31.495222	10.554361	-100.94471	48.247734	55.2	175999	7.5585093	14.137436	57.84852	-912.6268	-9.044988	28.185596	925.3877184391022
45	-45.94203	36.140297	12.661997	-463.9603	-40.604935	22.244078	12.988044	-76.96685	49.838005	52.575	179999	7.2840924	13.814204	53.738117	-890.80536	-8.705156	24.622454	946.2015042304993
46	-42.540844	32.87321	14.98107	-395.02667	-42.339973	27.668589	5.6017637	-115.2981	47.10882	52.625	183999	6.695938	13.342563	50.875534	-925.6668	-8.071537	22.593035	967.6914319992065
47	-41.48016	27.679249	18.576782	-177.01471	-32.24139	64.18331	322.67264	-112.3344	49.339508	59.35	187999	5.970659	12.94183	47.93138	-936.1643	-7.3253675	23.711456	988.6681520938873
48	-43.095757	31.179474	29.441133	-207.94139	-55.456837	85.86644	24.980244	-550.51	50.226414	56.6	191999	5.5671573	12.820405	47.31727	-809.141	-6.908186	24.29582	1009.9169211387634
49	-46.43559	33.320305	23.781172	-281.49582	-43.942253	31.462353	9.752872	-145.60297	47.097057	47.175	195999	5.0212293	12.450471	44.592186	-952.09827	-6.3335285	22.867823	1031.0406775474548
50	-49.50646	61.52082	32.050507	-756.63416	-49.048206	29.91435	0.28993014	-108.087685	47.20059	53.075	199999	4.8546295	12.35831	48.507774	-888.0459	-6.1845784	24.523031	1052.5393056869507
51	-42.623978	26.950165	5.5320086	-137.15584	-39.673916	27.464231	8.597363	-95.57797	50.589905	56.125	203999	4.795937	12.143552	48.38342	-724.76074	-6.071235	21.773455	1073.847899198532
52	-39.173424	29.776236	23.026976	-327.84497	-45.531937	24.244938	13.868531	-99.83101	50.05329	55.725	207999	4.4829454	11.973332	44.45561	-960.7819	-5.756304	21.96349	1095.0426578521729
53	-39.38201	31.433683	15.879524	-380.53653	-46.27479	26.771866	7.776215	-92.80774	47.623146	46.7	211999	4.3140907	11.898626	44.169052	-800.32916	-5.5485077	21.04024	1115.8639812469482
54	-42.141903	52.26637	487.25592	-685.23816	-60.57525	73.28664	6.6830773	-388.75153	46.13743	68.725	215999	4.344853	11.991762	43.083904	-1030.7312	-5.609184	21.837894	1136.8062491416931
55	-42.396854	42.833973	23.775745	-666.555	-37.582146	22.770098	7.5606613	-117.12761	49.342506	44.35	219999	4.6129336	11.676842	43.09773	-691.5233	-5.8701916	23.644678	1158.1151406764984
56	-37.368	45.72845	14.108596	-548.2435	-42.87883	23.867193	-1.8811052	-107.2119	48.31928	45.95	223999	4.710703	11.828251	42.44632	-1075.6151	-5.9641056	21.616	1179.1663928031921
57	-38.459885	32.944645	17.668074	-398.37805	-52.184624	33.726597	-6.2360177	-195.99512	46.210373	43.35	227999	4.308673	11.4171915	44.994854	-805.14264	-5.5170207	23.997211	1200.4400780200958
58	-38.3869	31.722166	18.93021	-405.35297	-40.01275	19.670567	-2.0121946	-93.45983	44.016483	43.65	231999	4.0850964	11.26958	43.547436	-797.08356	-5.3071675	23.29588	1220.8322823047638
59	-35.909878	25.453653	30.64507	-121.440544	-42.990112	64.23696	22.932465	-406.16553	44.94101	55.45	235999	4.202802	11.315163	39.949017	-1010.60767	-5.430009	19.588991	1242.5184352397919
60	-34.08858	40.276382	21.4646	-646.1918	-32.087017	25.72455	5.437382	-113.34441	46.835777	47.925	239999	4.2934246	11.491406	40.94164	-927.5465	-5.517935	24.142881	1263.3212628364563
61	-35.28998	24.149012	20.022022	-130.34984	-42.36561	27.731731	2.5619118	-103.07912	45.24929	43.175	243999	4.281351	11.360772	41.26313	-763.5372	-5.500744	20.826605	1284.4261660575867
62	-37.852303	35.41349	26.11678	-501.69788	-37.154213	26.262623	-1.1767848	-103.448364	44.82865	50.975	247999	4.3699546	11.382706	41.24116	-979.2866	-5.5625944	23.213617	1305.4194512367249
63	-35.37806	25.603294	22.295053	-145.49374	-34.49464	25.080727	12.156655	-93.9029	47.93155	44.675	251999	4.72521	11.635687	43.241997	-766.23816	-5.968037	20.740177	1326.8733232021332
64	-37.57173	50.033524	14.316232	-671.1414	-39.9936	31.920921	17.139547	-118.57882	45.14972	47.075	255999	5.097014	11.763749	44.557987	-1006.22156	-6.3368387	21.860033	1347.882241010666
65	-38.463764	31.597197	19.19842	-340.641	-35.158546	28.191366	25.92214	-94.08538	46.69298	48.45	259999	5.464616	11.663586	45.584877	-983.25574	-6.7345576	24.336388	1368.9218072891235
66	-37.929974	45.35374	439.48404	-515.37726	-39.326736	26.454988	5.945807	-99.68213	48.10574	52.2	263999	5.7801075	11.651283	46.79645	-822.07874	-7.0638475	24.328522	1389.8288884162903
67	-38.740154	28.314346	26.644167	-149.52553	-35.424854	26.599613	15.139854	-87.28849	51.17143	50.475	267999	5.908296	11.852054	46.620914	-879.577	-7.1556387	20.93863	1410.518686056137
68	-38.964596	27.009644	44.363323	-260.57675	-36.377205	33.433407	35.758877	-94.65003	51.079872	59.65	271999	5.6755157	11.829923	44.602917	-908.14197	-6.9229827	23.343714	1431.8415582180023
69	-38.86218	33.77418	21.716694	-427.13586	-34.910862	19.403711	10.244449	-74.74467	50.003136	51.45	275999	6.1462955	12.068811	44.97834	-987.42773	-7.434381	24.686306	1453.116764307022
70	-37.740856	47.049976	25.585953	-552.7013	-44.050026	31.299416	1.1659858	-166.7175	52.01948	67.05	279999	5.9255843	12.003847	43.646404	-890.6877	-7.153791	23.25177	1474.3860142230988
71	-34.405396	27.451313	22.364672	-168.25377	-34.3456	26.674416	18.55864	-99.9896	50.66984	52.4	283999	5.1894817	11.770459	41.299873	-915.2363	-6.3827558	22.18539	1495.440111398697
72	-39.76132	31.970692	24.111525	-356.58112	-39.75105	34.425148	20.734316	-115.93836	48.340363	52.125	287999	4.854525	11.457659	40.472683	-1010.9554	-6.059872	21.078745	1516.422195672989
73	-36.73226	48.230198	16.023504	-730.6299	-45.19356	26.015158	5.1255655	-106.04731	50.33754	55.125	291999	4.5153313	11.441627	41.277187	-932.5574	-5.664236	20.828554	1536.9705789089203
74	-39.02009	31.933666	112.89599	-298.08734	-41.88582	32.465878	15.976009	-117.048355	53.922817	54.8	295999	4.2958717	11.450425	41.922127	-1009.2985	-5.48726	22.343395	1557.7389521598816
75	-46.261497	37.927055	14.176634	-344.5663	-40.36936	29.105946	3.9133568	-100.07057	50.83121	50.75	299999	4.310084	11.459557	40.981506	-1090.0056	-5.4419894	19.695925	1578.9347355365753
76	-39.456112	42.50943	21.372622	-460.0154	-50.257088	87.00173	6.044664	-550.99854	48.409092	41.75	303999	4.0128083	11.207082	41.147537	-938.64557	-5.1633663	22.166815	1599.7022786140442
77	-30.95955	40.86236	32.189507	-629.87463	-30.615564	25.9896	34.188866	-89.04899	47.75224	50.375	307999	3.9382763	10.9455	38.743423	-851.70276	-5.0860605	22.689459	1620.9485218524933
78	-33.23003	33.027332	9.77399	-459.163	-35.746723	25.044514	12.130454	-99.841866	48.744682	53.15	311999	4.104385	10.815117	39.465286	-841.0648	-5.256837	22.220722	1642.3246126174927
79	-34.21581	23.85053	28.289316	-139.94455	-40.62088	24.264814	-4.7029014	-101.09166	46.69883	38.55	315999	3.7773538	10.722092	40.12044	-891.4619	-4.8843913	18.516184	1663.1905694007874
80	-40.532536	52.854713	16.430822	-687.1502	-34.636395	20.35836	22.788008	-79.2489	48.31818	55.775	319999	3.4865134	10.69127	41.621017	-1108.3425	-4.586822	20.028368	1684.4999890327454
81	-36.395023	51.055527	31.479507	-792.58295	-36.641693	18.366304	-0.742917	-78.15888	47.84273	45.675	323999	3.3812163	10.698357	40.05689	-911.1948	-4.4841514	23.638756	1705.309207201004
82	-31.669178	27.268522	26.101633	-286.26257	-22.744553	19.60211	12.324746	-77.84997	46.393585	50.5	327999	3.202971	10.898116	41.03537	-878.22723	-4.301632	22.911102	1726.1431896686554
83	-31.582504	22.322155	15.765321	-173.97836	-29.946106	21.664885	15.674796	-76.07841	48.198196	45.8	331999	3.4410954	11.072629	38.400364	-793.7875	-4.55956	20.752014	1747.0450785160065
84	-31.491367	26.521055	34.514618	-301.0614	-30.58582	26.118109	11.66173	-95.52149	47.61607	47.65	335999	3.6250956	11.306708	40.005554	-981.5467	-4.7480397	24.575792	1768.3194689750671
85	-34.064	40.20602	35.62225	-538.81464	-29.74494	26.631311	9.334814	-109.61278	54.095238	51.575	339999	3.6053772	11.147855	39.270233	-604.5271	-4.71013	20.11627	1789.3610289096832
86	-29.063253	25.758656	25.000431	-247.48064	-27.283066	30.32117	20.501469	-93.35035	52.66013	57.75	343999	3.392432	11.084411	38.41958	-849.9174	-4.499407	22.294258	1810.2908141613007
87	-29.075668	34.324135	55.65275	-396.19116	-28.537354	26.736656	9.725231	-78.38748	54.061016	52.75	347999	3.2799795	10.807087	38.879147	-909.9263	-4.3570204	18.216587	1831.4898414611816
88	-31.411844	50.616764	39.168106	-802.9351	-31.240612	23.19877	4.7395635	-99.35456	52.785477	55.625	351999	3.5839279	10.823484	39.76213	-871.0428	-4.697832	21.589407	1852.923039674759
89	-36.48455	34.60033	32.65345	-438.6258	-33.38303	71.38627	14.117342	-443.25565	52.933994	58.55	355999	4.3584623	11.18754	43.55097	-999.18726	-5.503364	21.710833	1874.2433788776398
90	-36.027863	72.22942	316.6797	-750.5961	-28.692638	22.14004	17.058065	-75.47319	53.919193	48.0	359999	4.361193	11.241807	39.094883	-699.163	-5.444503	20.844429	1895.4097094535828
91	-32.46774	48.571934	23.479197	-773.1139	-37.718323	46.521496	7.5079713	-291.69662	51.01278	51.125	363999	4.070543	11.175886	40.956875	-709.41473	-5.1689343	23.023548	1916.6383385658264
92	-31.214483	35.290806	30.746052	-453.01483	-16.297688	18.053558	18.518122	-55.11782	51.789642	49.625	367999	3.9381728	11.151101	40.815544	-838.85333	-5.0302863	22.56591	1937.6913151741028
93	-24.86731	29.548803	16.889555	-377.38287	-39.533875	27.222784	10.116822	-108.83579	52.563934	60.375	371999	3.9066937	11.155089	38.953716	-982.65564	-4.9757357	23.698376	1959.0263674259186
94	-28.656065	31.358776	27.888546	-398.8877	-24.62322	24.594625	10.573416	-87.98593	51.801304	54.275	375999	3.6461844	10.823704	39.83606	-952.2874	-4.7071457	21.642952	1980.1043140888214
95	-27.161129	46.92814	34.543354	-769.79083	-19.274952	22.147139	17.143303	-91.4041	48.386707	50.95	379999	3.3182137	10.571128	39.972652	-885.9791	-4.3550153	21.076477	2001.0182921886444
96	-27.131468	31.957516	32.672375	-467.63925	-30.167843	16.823132	6.9262543	-67.98379	48.203594	43.275	383999	3.3320155	10.506431	42.64106	-862.09155	-4.4116445	23.064032	2022.0715498924255
97	-28.789923	38.9365	34.94412	-554.09106	-40.378754	53.92473	7.4189034	-344.63367	50.923325	52.825	387999	3.8423336	10.846168	42.65785	-940.9882	-4.9193234	23.357317	2043.2924239635468
98	-29.810072	49.002502	33.22914	-767.462	-22.507719	116.94199	468.09686	-553.62	50.37224	48.55	391999	4.105605	11.069167	43.844585	-931.67535	-5.181337	22.61198	2064.512938976288
99	-25.552752	45.42308	342.82788	-481.85873	-30.599285	21.218788	28.750862	-82.67508	48.32229	48.275	395999	4.133963	11.313496	48.037052	-960.3033	-5.208249	20.79538	2085.8021507263184
